468	Q0	022	1	9.28566676707828	myRun
468	Q0	018	2	8.57658157898871	myRun
468	Q0	024	3	7.042759921504969	myRun
468	Q0	015	4	5.124711346207013	myRun
468	Q0	023	5	4.383369388976527	myRun
446	Q0	044	1	48.14687692145897	myRun
446	Q0	237	2	17.52700311769726	myRun
446	Q0	060	3	17.361548084586417	myRun
446	Q0	202	4	17.323743931551462	myRun
446	Q0	234	5	16.51135529948422	myRun
433	Q0	019	1	17.762303282290585	myRun
433	Q0	017	2	9.990675543831493	myRun
433	Q0	040	3	6.513603904662293	myRun
433	Q0	033	4	4.730120157496423	myRun
433	Q0	016	5	4.286980730652099	myRun
456	Q0	043	1	6.922056274529825	myRun
456	Q0	037	2	5.722751327726842	myRun
456	Q0	039	3	4.889019585339032	myRun
456	Q0	042	4	4.737546472910098	myRun
456	Q0	035	5	4.526870065051912	myRun
492	Q0	018	1	15.569203603473364	myRun
492	Q0	013	2	8.633456212723456	myRun
492	Q0	023	3	6.22596204289242	myRun
492	Q0	021	4	5.541832241218249	myRun
492	Q0	022	5	5.178755775153392	myRun
496	Q0	013	1	7.363627353776257	myRun
496	Q0	011	2	5.393433026373213	myRun
496	Q0	010	3	3.9917616261101463	myRun
496	Q0	015	4	3.9448967427592057	myRun
496	Q0	007	5	3.293292237968749	myRun
429	Q0	020	1	5.313030417944829	myRun
429	Q0	017	2	4.028931479427791	myRun
429	Q0	015	3	3.9419227459547246	myRun
429	Q0	016	4	3.745311143458375	myRun
429	Q0	005	5	3.3487240956700406	myRun
465	Q0	007	1	10.873351208511714	myRun
465	Q0	002	2	3.9148720524146636	myRun
465	Q0	008	3	2.1672448021573683	myRun
465	Q0	006	4	1.9275401922717608	myRun
465	Q0	004	5	1.8854652754697767	myRun
441	Q0	014	1	5.225039744482787	myRun
441	Q0	009	2	2.735099497642246	myRun
441	Q0	022	3	2.4485784470289134	myRun
441	Q0	019	4	2.421035415307278	myRun
441	Q0	006	5	1.6229000573842263	myRun
455	Q0	008	1	28.882062481877366	myRun
455	Q0	024	2	13.060790339975586	myRun
455	Q0	018	3	11.337065121873238	myRun
455	Q0	009	4	11.184369749888251	myRun
455	Q0	004	5	10.203309667894557	myRun
476	Q0	011	1	27.608263243888878	myRun
476	Q0	001	2	15.165204198792425	myRun
476	Q0	014	3	14.308774130726603	myRun
476	Q0	010	4	12.231612400993628	myRun
476	Q0	012	5	11.220262547241928	myRun
477	Q0	009	1	8.690562447934287	myRun
477	Q0	021	2	7.487832010362683	myRun
477	Q0	002	3	6.657758259470718	myRun
477	Q0	011	4	6.377553231060201	myRun
477	Q0	024	5	5.645727368871178	myRun
440	Q0	040	1	34.81079529359769	myRun
440	Q0	018	2	26.87545143731944	myRun
440	Q0	037	3	23.597281316490427	myRun
440	Q0	017	4	21.08250749975123	myRun
440	Q0	038	5	18.362313586097066	myRun
506	Q0	023	1	7.9238130953404635	myRun
506	Q0	020	2	7.859003341367876	myRun
506	Q0	014	3	6.955791654584779	myRun
506	Q0	022	4	6.0452513280058815	myRun
506	Q0	003	5	5.735184810793358	myRun
458	Q0	015	1	2.656182157507787	myRun
458	Q0	008	2	2.586563644282755	myRun
458	Q0	009	3	2.2667419163694267	myRun
458	Q0	012	4	2.2227212702059633	myRun
458	Q0	014	5	1.306979804380638	myRun
525	Q0	017	1	18.309652579971626	myRun
525	Q0	022	2	7.171535691554283	myRun
525	Q0	012	3	7.085774694050447	myRun
525	Q0	024	4	3.628227483588977	myRun
525	Q0	025	5	3.301443045221697	myRun
485	Q0	033	1	20.39804909985274	myRun
485	Q0	036	2	15.938727427372186	myRun
485	Q0	023	3	11.38028248786585	myRun
485	Q0	022	4	10.255874672170744	myRun
485	Q0	028	5	10.198357323920847	myRun
520	Q0	018	1	12.185005944267845	myRun
520	Q0	016	2	12.10468503168315	myRun
520	Q0	017	3	7.739094981535633	myRun
520	Q0	002	4	5.80142917720163	myRun
520	Q0	014	5	3.7075424299751223	myRun
493	Q0	023	1	4.168135273328997	myRun
493	Q0	014	2	3.914921932473991	myRun
493	Q0	003	3	3.627477018816217	myRun
493	Q0	024	4	3.565559784625977	myRun
493	Q0	012	5	3.1477255725007325	myRun
466	Q0	004	1	4.774445276359014	myRun
466	Q0	005	2	2.9899976050631474	myRun
466	Q0	022	3	2.934055127414112	myRun
466	Q0	016	4	2.8350045796325203	myRun
466	Q0	023	5	2.6608361306691766	myRun
432	Q0	024	1	8.50746748360658	myRun
432	Q0	021	2	7.684876108089307	myRun
432	Q0	010	3	7.331611881521158	myRun
432	Q0	020	4	6.395812645870743	myRun
432	Q0	013	5	5.484822224254106	myRun
489	Q0	016	1	13.608394597793012	myRun
489	Q0	002	2	6.841089387950728	myRun
489	Q0	011	3	6.35891742753169	myRun
489	Q0	012	4	5.56797029676793	myRun
489	Q0	019	5	5.554678672056356	myRun
451	Q0	013	1	12.248951936010982	myRun
451	Q0	017	2	8.385533691334608	myRun
451	Q0	016	3	8.267674826050426	myRun
451	Q0	021	4	7.168516255387251	myRun
451	Q0	012	5	6.524449526892437	myRun
494	Q0	043	1	26.76882844135601	myRun
494	Q0	020	2	22.51367186824581	myRun
494	Q0	019	3	17.833778856654373	myRun
494	Q0	021	4	14.286401314315135	myRun
494	Q0	051	5	14.10518498617508	myRun
448	Q0	020	1	33.796372250904845	myRun
448	Q0	017	2	29.434895239885854	myRun
448	Q0	018	3	19.750921006903738	myRun
448	Q0	019	4	17.37342201444873	myRun
448	Q0	015	5	11.495516156445563	myRun
460	Q0	011	1	11.293303303006116	myRun
460	Q0	025	2	11.283418288468496	myRun
460	Q0	013	3	9.181506074592823	myRun
460	Q0	014	4	9.085807686151208	myRun
460	Q0	016	5	8.330346392687206	myRun
457	Q0	014	1	11.330035434543465	myRun
457	Q0	015	2	6.955219728326246	myRun
457	Q0	013	3	5.879121120029508	myRun
457	Q0	023	4	5.100396049207648	myRun
457	Q0	024	5	4.9929819513788285	myRun
498	Q0	035	1	12.052963973767326	myRun
498	Q0	038	2	9.030904808915722	myRun
498	Q0	029	3	3.6601262361050613	myRun
498	Q0	024	4	2.9401107304362197	myRun
498	Q0	037	5	2.89121929808641	myRun
461	Q0	004	1	10.022868704898443	myRun
461	Q0	007	2	6.562219053527737	myRun
461	Q0	005	3	5.91968002794327	myRun
461	Q0	001	4	4.8175622053190885	myRun
461	Q0	009	5	2.094168931372863	myRun
511	Q0	009	1	23.934403387196877	myRun
511	Q0	023	2	6.944655648924998	myRun
511	Q0	007	3	5.7068162212138045	myRun
511	Q0	024	4	4.571092283679602	myRun
511	Q0	008	5	2.8934134175016375	myRun
437	Q0	003	1	3.898549537605965	myRun
437	Q0	014	2	3.1755729923722917	myRun
437	Q0	001	3	2.3708547811689487	myRun
437	Q0	016	4	2.359019133779887	myRun
437	Q0	009	5	2.0398425102281825	myRun
431	Q0	007	1	11.455237333717767	myRun
431	Q0	002	2	3.666914167975064	myRun
431	Q0	001	3	1.888790456427252	myRun
431	Q0	005	4	1.5965632720381717	myRun
431	Q0	006	5	1.3109454255219595	myRun
471	Q0	023	1	7.513777125155707	myRun
471	Q0	009	2	5.819812069086727	myRun
471	Q0	012	3	5.197072737683573	myRun
471	Q0	010	4	4.539069403915514	myRun
471	Q0	015	5	3.2301804420043303	myRun
516	Q0	005	1	11.456481515223748	myRun
516	Q0	013	2	8.512568643210876	myRun
516	Q0	001	3	6.244102661682257	myRun
516	Q0	012	4	4.1840283448219555	myRun
516	Q0	002	5	3.807111211710696	myRun
514	Q0	003	1	25.022546572013983	myRun
514	Q0	009	2	5.892341716475013	myRun
514	Q0	002	3	2.310784503189235	myRun
514	Q0	007	4	1.75004841894606	myRun
514	Q0	004	5	1.4312828143162628	myRun
436	Q0	026	1	13.737111350076873	myRun
436	Q0	032	2	7.120912511849208	myRun
436	Q0	031	3	6.794141675112526	myRun
436	Q0	010	4	5.196484984403505	myRun
436	Q0	025	5	4.853107737153156	myRun
459	Q0	045	1	8.273586805222248	myRun
459	Q0	057	2	7.726752725291446	myRun
459	Q0	025	3	5.578641362007113	myRun
459	Q0	022	4	5.310199608775379	myRun
459	Q0	053	5	5.156502510980152	myRun
483	Q0	030	1	14.269855587125713	myRun
483	Q0	040	2	6.935837637986214	myRun
483	Q0	037	3	6.935793634447623	myRun
483	Q0	025	4	6.295833853144111	myRun
483	Q0	056	5	6.29121479253631	myRun
509	Q0	003	1	14.90267056329757	myRun
509	Q0	002	2	2.1148761962257647	myRun
509	Q0	004	3	1.4874477555104348	myRun
509	Q0	008	4	1.4193754561458365	myRun
509	Q0	005	5	1.178673516078161	myRun
508	Q0	013	1	10.391237265839171	myRun
508	Q0	029	2	9.421821984709633	myRun
508	Q0	011	3	8.352099649560051	myRun
508	Q0	012	4	7.0269478153059985	myRun
508	Q0	010	5	4.994823626763952	myRun
510	Q0	023	1	20.085649534147617	myRun
510	Q0	036	2	14.371930539553297	myRun
510	Q0	012	3	6.295078641639366	myRun
510	Q0	006	4	5.959849852729663	myRun
510	Q0	022	5	5.457755282284687	myRun
475	Q0	026	1	22.894900863244263	myRun
475	Q0	008	2	9.162540439374002	myRun
475	Q0	023	3	4.272573927167915	myRun
475	Q0	004	4	4.042969148640971	myRun
475	Q0	006	5	2.8773552119986014	myRun
470	Q0	064	1	7.846992116200912	myRun
470	Q0	074	2	7.33155269674779	myRun
470	Q0	072	3	6.142841838559487	myRun
470	Q0	029	4	5.884660700092234	myRun
470	Q0	079	5	5.528711857128071	myRun
486	Q0	018	1	24.873700115122862	myRun
486	Q0	014	2	10.197732637846034	myRun
486	Q0	016	3	9.352210322067728	myRun
486	Q0	030	4	9.272300272861289	myRun
486	Q0	019	5	8.894647882515338	myRun
428	Q0	032	1	11.074769455813056	myRun
428	Q0	001	2	8.33879591553243	myRun
428	Q0	057	3	8.076930840319237	myRun
428	Q0	031	4	7.403727384614664	myRun
428	Q0	037	5	6.777457035618481	myRun
500	Q0	032	1	13.901017917526616	myRun
500	Q0	030	2	8.904201282337826	myRun
500	Q0	039	3	8.641752421797857	myRun
500	Q0	021	4	6.133060042456039	myRun
500	Q0	038	5	5.974029642129353	myRun
484	Q0	020	1	5.490389121627148	myRun
484	Q0	013	2	4.310953449092756	myRun
484	Q0	017	3	2.7409750730433187	myRun
484	Q0	018	4	1.9146022317183564	myRun
484	Q0	019	5	1.8392457070344475	myRun
430	Q0	024	1	7.375742340749717	myRun
430	Q0	023	2	4.270361473596718	myRun
430	Q0	002	3	4.033422321851022	myRun
430	Q0	022	4	3.7999566369985107	myRun
430	Q0	025	5	2.1674148617668743	myRun
499	Q0	005	1	5.747220383094126	myRun
499	Q0	002	2	3.3983955465434685	myRun
499	Q0	007	3	1.1743244019468961	myRun
499	Q0	004	4	0.49169929779579447	myRun
499	Q0	006	5	0.4045576605097065	myRun
517	Q0	024	1	14.469679775370622	myRun
517	Q0	006	2	10.345965085538587	myRun
517	Q0	026	3	8.87247847026416	myRun
517	Q0	009	4	8.319198524177976	myRun
517	Q0	017	5	8.095901525871376	myRun
512	Q0	007	1	23.690845161643473	myRun
512	Q0	004	2	9.228657579618105	myRun
512	Q0	006	3	9.128939648099088	myRun
512	Q0	014	4	4.376721496593075	myRun
